Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area, Release/ Transfer Target , Coded Wire Tag Target , Fin Clip Target ,Clip Type, Thermal Mark Target , Parentage-based Tag Target , PIT Tag Target ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Walker Cr/GSVI,CM-4,GEORGIA STRAIT,17, Stewardship ,Primary,"10,000",Release,Fed Fry,Walker Cr/GSVI,Bush Cr H,17,7200,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Bush Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Stewardship ,Primary,"8,000",Release,Fed Fry,Bush Cr,Bush Cr H,17,6500,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Holland Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Stewardship ,Primary,"12,000",Release,Fed Fry,Holland Cr,Bush Cr H,17,10000,,,,,,,,,,Preliminary
BC South Coast,PIP,Walker Cr/GSVI,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Stocking Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,17, Stewardship ,Primary,"6,000",Release,Fed Fry,Stocking Cr,Bush Cr H,17,5000,,,,,,,,,,Preliminary
BC South Coast,PIP,Warner Bay Cr,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Rainbow Cr,,,12, Stewardship ,Alternate, -   ,Release,Fed Fry,Rainbow Cr,Warner Bay Creek H,12, -   ,,,,,,,,,,Preliminary
BC South Coast,PIP,Warner Bay Cr,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Seymour R/JNST,CM-8,SOUTHERN COASTAL STREAMS,11, Stewardship ,Primary, -   ,Release,Fed Fry,Seymour R/JNST,Warner Bay Creek H,11, -   ,,,,,,,,X,"Gwa'sala-'Nakwaxda'xw Nations (GNN) are in the process of renovating the Warner Bay hatchery. Seymour R is primary and preferred system for enhancement. Taaltz Creek is the preferred alternate, followed by Rainbow Creek and Warner Bay Creek as last resorts. The max egg collection target is a combined total of 30,000 eggs amongst all systems. All releases will occur into stream of origin.",Preliminary
BC South Coast,PIP,Warner Bay Cr,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Taaltz Cr,,,12, Stewardship ,Alternate,"30,000",Release,Fed Fry,Taaltz Cr,Warner Bay Creek H,12,27000,,,,,,,,X,,Preliminary
BC South Coast,PIP,Warner Bay Cr,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Warner Bay Cr,CM-8,SOUTHERN COASTAL STREAMS,11, Stewardship ,Alternate, -   ,Release,Fed Fry,Warner Bay Cr,Warner Bay Creek H,11, -   ,,,,,,,,X,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Woss R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12,,Alternate, -   ,Transfer In,Egg,Gwa'ni,Gwa'ni H,,55000,,,,,,,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Woss R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12, Stewardship ,Primary,"100,000",Release,Smolt 0+,Nimpkish R,Woss Community H,12,80000,,,N/A,,"80,000",,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Woss R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12, Stewardship ,Alternate, -   ,Release,Smolt 0+,Nimpkish R Low,Woss Community H,12,50000,,,N/A,"50,000",,,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12,,Primary,"30,000",Transfer Out,Egg,Vanc Is North Sch,Vancouver Is North Sch,,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Stewardship ,Primary, -   ,Release,Smolt 1+,Gun Range Cr,Woss Community H,12,5775,,,N/A,,"5,775",,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Stewardship ,Primary, -   ,Release,Smolt 1+,Nimpkish R,Woss Community H,12,5900,,,N/A,,"5,900",,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Stewardship ,Primary, -   ,Release,Smolt 1+,Rice Cr,Woss Community H,12,5775,,,N/A,,"5,775",,,,,Preliminary
BC South Coast,PIP,Woss Comm H,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Nimpkish R,CO-14,EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS,12, Stewardship ,Primary, -   ,Release,Smolt 1+,Sebalhall Cr,Woss Community H,12,5900,,,N/A,,"5,900",,,,,Preliminary
BC South Coast,PIP,Zeballos R,CA - Campbell River,Chum,Fall,Zeballos R,CM-10,SOUTHWEST VANCOUVER ISLAND,25,,Primary,"25,000",Transfer Out,Egg,Vanc Is West (Zeball) Sch,Zeballos Schools,,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Zeballos R,CA - Campbell River,Chum,Fall,Zeballos R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Stewardship ,Primary, -   ,Release,Fed Fry,Zeballos R,Zeballos River H,25,20000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Abbotsford Sch,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chilliwack R,CM-2,LOWER FRASER,29E,,Alternate, -   ,Transfer In,Egg,Chilliwack R,Chilliwack River H,,3000,,,,,,,,,Alternate broodstock source transferred in as eggs if Ravine Park unable to obtain adult COHO broodstock from Chilliwack R hatchery.,Preliminary
Lower Fraser River,PIP,Abbotsford Sch,CA - S Side Fraser R to Boston Bar,Chum,Fall,Chilliwack R,CM-2,LOWER FRASER,29E, Education ,Alternate, -   ,Release,Fed Fry,Clayburn Cr,Abbotsford Schools,29E,3000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Abbotsford Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E,,Primary, -   ,Transfer In,Egg,Ravine Pk,Clayburn Creek H,,3000,,,,,,,,,Eyed eggs transferred in from Ravine Park (who collect adult broodstock from Chilliwack River hatchery),Preliminary
Lower Fraser River,PIP,Abbotsford Sch,CA - S Side Fraser R to Boston Bar,Coho,Fall,Chilliwack R,CO-47,LOWER FRASER,29E, Education ,Primary, -   ,Release,Fed Fry,Clayburn Cr,Abbotsford Schools,29E,3000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Alouette R S,CK-9006,FRASER-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,29C, Harvest ,Primary,"30,000",Release,Smolt 0+,Alouette R S,"Alouette River, South H",29C,25000,,,,,,,,,Target is set as opportunistic as escapement is low. Eggs from Chilliwack will continue to be transferred in until sufficient brood can be acquired from returning adults to the Alouette R S.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,Chilliwack River H,,140000,,,,,,,,,"Egg transfer in target from Chilliwack to remain, augmented with eggs taken from Alouette R S & Coquitlam R up to 30K as feasible.",Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Alouette R S,"Alouette River, South H",29C,75000,,,N/A,,"75,000",,,,,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Coquitlam R,"Alouette River, South H",29C,50000,,,N/A,,"50,000",,,,,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Alternate,"2,000",Transfer Out,Egg,Maple Ridge Sch,Maple Ridge Schools,,2000,,,,,,,,,Alternate broodstock source to Kanaka Cr stock for transfer out to Maple Ridge Schls.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Primary,"250,000",Transfer Out,Egg,West Van Sch,West Vancouver Schools,,700,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Alouette R,"Alouette River, South H",29C,200000,,,,,,,,,2025: Egg and release targets reduced from 450K/275K to 250K/200K. Previous egg transfers are no longer included in the target as these sites capture their own brood. This release site includes Alouette R N and Alouette R S.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Alouette R S,CO-47,LOWER FRASER,29C, Harvest ,Primary,"75,000",Release,Fed Fry,Alouette Lk,"Alouette River, South H",29C,25000,,"25,000",AD,,"25,000",,,,2024: Realigning objectives from Stewardship to Harvest. All fry releases receive adipose clips and river has mark selective fishery.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Alouette R S,CO-47,LOWER FRASER,29C, Harvest ,Primary, -   ,Release,Fed Fry,Alouette R S,"Alouette River, South H",29C,10000,,"10,000",AD,,"10,000",,,,Releases occur into tributaries of Alouette R S.  2024: Realigning objectives from Stewardship to Harvest. All fry releases receive adipose clips and river has mark selective fishery.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Alouette R S,CO-47,LOWER FRASER,29C, Harvest ,Primary, -   ,Release,Smolt 1+,Alouette R S,"Alouette River, South H",29C,25000,,"25,000",AD,,"25,000",,,,,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Coho,Fall,Alouette R S,CO-47,LOWER FRASER,29C, Harvest ,Primary, -   ,Release,Fed Fry,Golden Pds,"Alouette River, South H",29C,10000,,"10,000",AD,,"10,000",,,,2024: Realigning objectives from Stewardship to Harvest. All fry releases receive adipose clips and river has mark selective fishery.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Alouette R,PKO-1,FRASER RIVER,29C, Rebuilding ,Alternate,"150,000",Release,Unfed,Alouette R,"Alouette River, South H",29C,125000,,,,,,,,,2025: Changing to alternate brood source due to logistical difficulties collecting natal brood.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Chehalis R,PKO-1,FRASER RIVER,29D,,Primary, -   ,Transfer In,Egg,Chehalis R,Chehalis River H,,100000,,,,,,,,,,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Pink,Fall,Chehalis R,PKO-1,FRASER RIVER,29D, Rebuilding ,Primary, -   ,Release,Unfed,Alouette R,"Alouette River, South H",29C,80000,,,,,,,,,2025: Changing Chehalis R stock to primary brood source due to logistical difficulties collecting natal Alouette brood. Reducing egg and release target from 150K/125K to 100K/80K.,Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Sockeye,Fall,Alouette R,SEL-03-07,ALOUETTE_EARLY SUMMER<<EXTIRPATED>>,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Alouette Lk,"Alouette River, South H",29C, -   ,, -   ,AD,,,,,,"2022: proposed production from 2021, pending further discussion regarding logistics etc. If egg target can't be achieved, smolt 1+ release will be the priority release strategy.  2024: Setting placeholder to 0. Restoration is underway and discussions are ongoing for this project.",Preliminary
Lower Fraser River,DPI,Alouette R,"CA - Burrard Inlet, Indian Arm, Vancouver",Sockeye,Fall,Alouette R,SEL-03-07,ALOUETTE_EARLY SUMMER<<EXTIRPATED>>,29C, Rebuilding ,Primary, -   ,Release,Smolt 1+,Alouette R,"Alouette River, South H",29C, -   ,, -   ,AD,,,,,,2024: Setting placeholder to 0. Restoration is underway and discussions are ongoing for this project.,Preliminary
Lower Fraser River,PIP,Brunette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C,,Primary,"10,000",Transfer Out,Egg,Burnaby Sch,Burnaby Schools,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Brunette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer Out,Egg,Coquitlam Sch,Coquitlam Schools,,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Brunette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C,,Alternate,"1,000",Transfer Out,Egg,New West Sch,New Westminster Schools,,1000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Brunette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer Out,Egg,Vancouver Sch,Vancouver Schools,,3500,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Brunette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Fed Fry,Brunette R,Brunette River H,29C,2000,,,,,,,,,2024: Egg target being increased from 9K to 10K.  Release site includes tributaries of the Brunette R Watershed.,Preliminary
Lower Fraser River,PIP,Brunette R,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Brunette R,CO-47,LOWER FRASER,29C, Stewardship ,Primary,"20,000",Release,Fed Fry,Brunette R,Brunette River H,29C,15000,,"15,000",AD,,,,,,2024: Increase release target to 15K to account for higher survival.  Release site includes tributaries of the Brunette R Watershed.,Preliminary
Lower Fraser River,PIP,Burnaby Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer In,Egg,Brunette R,Brunette River H,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Burnaby Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Brunette R,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Brunette R,Burnaby Schools,29C,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Burnaby Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C,,Primary, -   ,Transfer In,Egg,Kanaka Cr,Bell-Irving Kanaka Cr H,,2000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Burnaby Sch,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Kanaka Cr,CM-2,LOWER FRASER,29C, Education ,Primary, -   ,Release,Fed Fry,Brunette R,Burnaby Schools,29C,2000,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,Chilliwack River H,,730000,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Capilano R,Capilano River H,28,460000,"60,000",,AD,,"460,000",,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Seapen 0+,Sandy Cv,Capilano River H,28,100000,"60,000",,AD,,"100,000",,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28,,Alternate,"65,000",Transfer Out,Egg,MacKay Cr,MacKay Creek H,,30000,,,,,,,,,2025: Capilano chum to be brood source for Burrard Inlet CIP programs if sufficient brood can be collected.,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer Out,Egg,Morten Cr,Morten Creek H,,35000,,,,,,,,,2025: Capilano chum to be brood source for Burrard Inlet CIP programs if sufficient brood can be collected.,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary,"225,000",Release,Fed Fry,Capilano R,Capilano River H,28,175000,,,,,,,,,2025: Increased release target from 70k to 175k due to change in brood collection strategy (weir).,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary,"1,027,700",Transfer Out,Egg,Nelson Cr,Nelson Creek H,,20000,,,,,,,,,Capilano Coho egg target set conservatively to compensate for losses that may result from the occurrence of softshell.,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,"16,000",Transfer Out,Smolt,Reed Point/Ioco,Ioco Seapen,,7500,,,,,,,,,Alternate broodstock source transferred to Ioco seapens if insufficient supply available from Seymour.,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Egg,Terminal Cr,Terminal Creek H,,10000,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Egg,Vancouver Sch,Vancouver Schools,,3000,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer Out,Smolt,Westridge Term,Westridge Terminal Seapen,,7500,,,,,,,,,Alternate broodstock source transferred to Ioco seapens if insufficient supply available from Seymour.,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Primary, -   ,Release,Smolt 1+,Capilano R,Capilano River H,28,475000,,"475,000",AD,,"475,000",,,,"Release targets are allocated as follows: 68,000 early-timed coho, 203,500 mid-timed coho and 203,500 late-timed coho.",Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary, -   ,Release,Fed Fry,Spanish Banks Cr,Capilano River H,28,3000,,,N/A,,"3,000",,,,Direct release to Spanish Banks Creek under supervision of Burrard Inlet/Indian Arm/Vancouver CA. Not expected to occur in 2025.,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,650,Transfer Out,Egg,West Van Sch,West Vancouver Schools,,650,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Pink,Fall,Capilano R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary,"225,000",Release,Unfed,Capilano R,Capilano River H,28,180000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Cheakamus Centre,"CA - West Vancouver, Howe Sound to Anderson L",Chum,Fall,Cheakamus R,CM-3,HOWE SOUND-BURRARD INLET,28, Education ,Primary,"30,000",Release,Fed Fry,Cheakamus R,Cheakamus River H,28,25000,,,,,,,,,,Preliminary
Lower Fraser River,PIP,Cheakamus Centre,"CA - West Vancouver, Howe Sound to Anderson L",Coho,Fall,Cheakamus R,CO-10,HOWE SOUND-BURRARD INLET,28, Education ,Primary,"10,000",Release,Fed Fry,Cheakamus R,Cheakamus River H,28,7500,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Fall,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,29D, Assessment ,Primary,"420,000",Release,Smolt 0+,Harrison R,Chehalis River H,29D,300000,"300,000",,AD,,"300,000",,,,,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Cariboo R Up,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G,,Primary, -   ,Transfer In,Egg,Quesnel R Research Centre,Quesnel River H,, -   ,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Cariboo R Up,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G, Conservation ,Primary, -   ,Release,Smolt 1+,Cariboo R Up,Chehalis River H,29G, -   ,,,,,,,,,2025: Production of Upper Fraser Chinook Stocks at Chehalis will be discontinued in 2025.  All Upper Fraser Chinook enhancement will take place at the Quesnel River Research Center.,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Chilako R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29I,,Primary, -   ,Transfer In,Egg,Quesnel R Research Centre,Quesnel River H,, -   ,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Chilako R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29I, Conservation ,Primary, -   ,Release,Smolt 1+,Chilako R,Chehalis River H,29I, -   ,,,,,,,,,2025: Production of Upper Fraser Chinook Stocks at Chehalis will be discontinued in 2025.  All Upper Fraser Chinook enhancement will take place at the Quesnel River Research Center.,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Endako R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29I,,Primary, -   ,Transfer In,Egg,Quesnel R Research Centre,Quesnel River H,, -   ,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Endako R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29I, Conservation ,Primary, -   ,Release,Smolt 1+,Endako R,Chehalis River H,29I, -   ,,,,,,,,,2025: Production of Upper Fraser Chinook Stocks at Chehalis will be discontinued in 2025.  All Upper Fraser Chinook enhancement will take place at the Quesnel River Research Center.,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Horsefly R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G,,Primary, -   ,Transfer In,Egg,Quesnel R Research Centre,Quesnel River H,, -   ,,,,,,,,,,Preliminary
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Spring,Horsefly R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G, Conservation ,Primary, -   ,Release,Smolt 1+,Horsefly R,Chehalis River H,29G, -   ,,,,,,,,,2025: Production of Upper Fraser Chinook Stocks at Chehalis will be discontinued in 2025.  All Upper Fraser Chinook enhancement will take place at the Quesnel River Research Center.,Preliminary
